System datalog

1528143895539, 56539, AUTO, 2, 40.1021496545, -88.2267974168, 7, 0.0893377087, -0.3165090650, 0.3288756823, 1.1028611608, -0.4630156746, 0.0868168473, -0.0979129734, 1.1866437834, -0.4434601332, 0.4454935808, 0.4533901783, 6.1680039869, -0.1909930325, 1404, 1678, 40.1021454905, -88.2268118633, 40.1021703333, -88.2267966667, -1.0787315369, 0.5883989930, -6.0801229477, -0.0979129734, 0.0797615498, 0.0446804279, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202444, -0.1909930110, 0.3571428061, -0.2830744088, 0.4567081034, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.3759994507, 15.1000003815, 1388.5000000000, 0, 2, 12, 1
1528143895739, 56739, AUTO, 3, 40.1021496545, -88.2267974168, 8, 0.1282279124, -0.2938609869, 0.3206192090, 1.1103631231, -0.4815666952, 0.2479430139, -0.4214970077, 1.2255339871, -0.4208120551, 0.4207351770, 0.4525160738, 6.1680039870, -0.1421748815, 1428, 1678, 40.1021453237, -88.2268119522, 40.1021703333, -88.2267966667, 1.6671304703, -3.2361946106, -9.9047164917, -0.4214970077, -0.6747442862, -0.5724679813, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202444, -0.1421748996, 0.3571428061, 0.0275900979, 0.4682959318, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.9140014648, 15.1000003815, 1388.5000000000, 0, 2, 12, 1
1528143895940, 56940, AUTO, 4, 40.1021496545, -88.2267974168, 8, -0.0006733316, -0.2646094854, 0.2646103421, 1.1103631231, -0.4815666952, 0.3293338120, -0.4214970077, 1.2533907537, -0.4096964205, 0.4064365357, 0.4323010178, 6.1680039870, -0.1257756656, 1437, 1678, 40.1021453237, -88.2268119522, 40.1021703333, -88.2267966667, 0.7845320106, -0.0980665013, -10.2969818115, -0.1830850345, 0.2968805098, 0.1171115935, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202444, -0.1257756948, 0.3571428061, 0.1898198724, 0.4688477516, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.3759994507, 15.1000003815, 1388.5000000000, 0, 2, 12, 1
1528143896141, 57141, AUTO, 5, 40.1021496545, -88.2267974168, 8, 0.0281857413, -0.2539852918, 0.2555444472, 1.1641522653, -0.4541756786, 0.3783522248, -0.1830850345, 1.2822498266, -0.3990722269, 0.3958683194, 0.3700518371, 6.1680039870, -0.1035819859, 1448, 1678, 40.1021455700, -88.2268125988, 40.1021703333, -88.2267966667, 0.5883989930, 1.0787315369, -7.6491866112, -0.1319468905, -0.3490658504, 0.1883210256, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202444, -0.1035819650, 0.3571428061, 0.2580593824, 0.4986450672, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 38.4509963989, 15.1000003815, 1388.5000000000, 0, 2, 12, 1
1528143896341, 57341, AUTO, 6, 40.1021496545, -88.2267974168, 8, 0.0595537585, -0.2466979340, 0.2537843982, 1.2284232302, -0.4373481787, 0.3953661323, -0.2171189516, 1.3136178438, -0.3917848691, 0.3896904052, 0.3404368183, 6.1680039870, -0.1062318219, 1446, 1678, 40.1021457213, -88.2268133945, 40.1021703333, -88.2267966667, 0.7845320106, 0.5883989930, -7.3549876213, -0.2830923927, 0.2830923927, -0.0233874126, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202445, -0.1062318087, 0.3571428061, 0.3005481362, 0.4901840985, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 38.4509963989, 15.1000003815, 1388.5000000000, 0, 2, 12, 1
1528143896542, 57542, AUTO, 7, 40.1021496545, -88.2267974168, 9, -0.0615588042, -0.2220037015, 0.2303804025, 1.2934356911, -0.4192048739, 0.3778923750, -0.2724458902, 1.3492632918, -0.3852265035, 0.3843967103, 0.3043650395, 6.1680039870, -0.1058818321, 1447, 1678, 40.1021458845, -88.2268141758, 40.1021723333, -88.2267996667, 0.0980665013, 1.3729310036, -9.2182512283, -0.2085668423, -0.1480039126, 0.0691150390, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202445, -0.1058818102, 0.3571428061, 0.3044107556, 0.4513739944, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.9140014648, 15.6000003815, 662.5000000000, 0, 2, 12, 1
1528143896743, 57743, AUTO, 8, 40.1021496545, -88.2267974168, 9, -0.0245352094, -0.2145451647, 0.2159435208, 1.3531728615, -0.3901088677, 0.3884685934, -0.2872811789, 1.3862868866, -0.3777679667, 0.3789789499, 0.2619386094, 6.1680039870, -0.0939208744, 1453, 1678, 40.1021461462, -88.2268148970, 40.1021723333, -88.2267996667, -0.6864655018, 1.7651970387, -8.3356523514, -0.2085668423, 0.0202458187, -0.1436405894, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202445, -0.0939208865, 0.3571428061, 0.3250113726, 0.4519258142, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.9140014648, 15.6000003815, 662.5000000000, 0, 2, 12, 1
1528143896943, 57943, AUTO, 9, 40.1021496545, -88.2267974168, 9, 0.0119393970, -0.2092802570, 0.2096205505, 1.4041753253, -0.3826032106, 0.4159667194, -0.2298598638, 1.4227614930, -0.3725030590, 0.3716792269, 0.2178931347, 6.1680039870, -0.0806432795, 1459, 1678, 40.1021462137, -88.2268155162, 40.1021723333, -88.2267996667, 0.4903325140, -1.1767979860, -12.6505784988, -0.1628392179, -0.0148352991, -0.0617846549, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202445, -0.0806432962, 0.3571428061, 0.3364152908, 0.4955181479, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.3759994507, 15.6000003815, 662.5000000000, 0, 2, 12, 1
1528143897144, 58144, AUTO, 10, 40.1021496545, -88.2267974168, 9, 0.0504459975, -0.2060214060, 0.2121075633, 1.4591568238, -0.3821584310, 0.4179899693, -0.0830776764, 1.4612680935, -0.3692442080, 0.3666235775, 0.1805319139, 6.1680039870, -0.0552794596, 1472, 1678, 40.1021462177, -88.2268161798, 40.1021723333, -88.2267996667, 0.0980665013, -0.0000000000, -12.3563785553, -0.1329940870, -0.0925024537, -0.0521853448, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202445, -0.0552794337, 0.3571428061, 0.3647410870, 0.4712388813, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.3759994507, 15.6000003815, 662.5000000000, 0, 2, 12, 1
1528143897345, 58345, AUTO, 11, 40.1021496545, -88.2267974168, 9, 0.0952307376, -0.2082224754, 0.2289661387, 1.6189994773, -0.4019140625, 0.4050226808, -0.2043780561, 1.5060528336, -0.3714452774, 0.3630999482, 0.1477085829, 6.1680039870, -0.0580139124, 1470, 1678, 40.1021460400, -88.2268180802, 40.1021723333, -88.2267996667, -1.5690640211, 1.5690640211, -8.5317859650, -0.2043780561, 0.0511381482, -0.3043854309, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 202446, -0.0580139160, 0.3571428061, 0.3511300087, 0.4589153230, 30.0000000000, 0.0000000000, 2.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 37.3759994507, 15.6000003815, 662.5000000000, 0, 2, 12, 1
